date,time,store_id,FOOTFALL,SALES,TICKETS,sales_cumulative,tickets_cumulative,footfall_cumulative
2023-11-01,10:00:00,2,33.0,277.86,8.0,277.86,8.0,33.0
2023-11-01,10:30:00,2,33.0,277.86,8.0,555.72,16.0,66.0
2023-11-01,11:00:00,2,89.0,743.0899999999999,24.0,1298.81,40.0,155.0
2023-11-01,11:30:00,2,89.0,743.0899999999999,24.0,2041.8999999999999,64.0,244.0
2023-11-01,12:00:00,2,161.0,1000.8449999999999,42.0,3042.745,106.0,405.0
2023-11-01,12:30:00,2,161.0,1000.8449999999999,42.0,4043.5899999999997,148.0,566.0
2023-11-01,13:00:00,2,146.0,1302.705,46.0,5346.295,194.0,712.0
2023-11-01,13:30:00,2,146.0,1302.705,46.0,6649.0,240.0,858.0
2023-11-01,14:00:00,2,72.0,667.345,22.0,7316.344999999999,262.0,930.0
2023-11-01,14:30:00,2,72.0,667.345,22.0,7983.69,284.0,1002.0
2023-11-01,15:00:00,2,81.0,518.915,26.0,8502.605,310.0,1083.0
2023-11-01,15:30:00,2,81.0,518.915,26.0,9021.52,336.0,1164.0
2023-11-01,16:00:00,2,155.0,673.6949999999999,29.0,9695.215,365.0,1319.0
2023-11-01,16:30:00,2,155.0,673.6949999999999,29.0,10368.91,394.0,1474.0
2023-11-01,17:00:00,2,164.0,742.1,34.0,11111.01,428.0,1638.0
2023-11-01,17:30:00,2,164.0,742.1,34.0,11853.109999999999,462.0,1802.0
2023-11-01,18:00:00,2,188.0,1144.615,48.0,12997.724999999999,510.0,1990.0
2023-11-01,18:30:00,2,188.0,1144.615,48.0,14142.34,558.0,2178.0
2023-11-01,19:00:00,2,134.0,730.9849999999999,28.0,14873.324999999999,586.0,2312.0
2023-11-01,19:30:00,2,134.0,730.9849999999999,28.0,15604.31,614.0,2446.0
2023-11-01,20:00:00,2,88.0,675.21,22.0,16279.519999999999,636.0,2534.0
2023-11-01,20:30:00,2,88.0,675.21,22.0,16954.73,658.0,2622.0
2023-11-01,21:00:00,2,30.0,115.685,6.0,17070.415,664.0,2652.0
2023-11-01,21:30:00,2,30.0,115.685,6.0,17186.1,670.0,2682.0
2023-11-01,22:00:00,2,30.0,115.685,6.0,17301.785,676.0,2712.0
2023-11-01,22:30:00,2,30.0,115.685,6.0,17417.47,682.0,2742.0
2023-11-02,10:00:00,1,55.0,784.4749999999999,24.0,784.4749999999999,24.0,55.0
2023-11-02,10:00:00,2,54.0,258.015,12.0,1042.4899999999998,36.0,109.0
2023-11-02,10:30:00,1,55.0,784.4749999999999,24.0,1826.9649999999997,60.0,164.0
2023-11-02,10:30:00,2,54.0,258.015,12.0,2084.9799999999996,72.0,218.0
2023-11-02,11:00:00,1,67.0,1411.66,40.0,3496.64,112.0,285.0
2023-11-02,11:00:00,2,118.0,776.055,36.0,4272.695,148.0,403.0
2023-11-02,11:30:00,1,67.0,1411.66,40.0,5684.355,188.0,470.0
2023-11-02,11:30:00,2,118.0,776.055,36.0,6460.41,224.0,588.0
2023-11-02,12:00:00,1,56.0,1082.535,32.0,7542.945,256.0,644.0
2023-11-02,12:00:00,2,132.0,882.765,38.0,8425.710000000001,294.0,776.0
2023-11-02,12:30:00,1,56.0,1082.535,32.0,9508.245,326.0,832.0
2023-11-02,12:30:00,2,132.0,882.765,38.0,10391.01,364.0,964.0
2023-11-02,13:00:00,1,48.0,689.955,18.0,11080.965,382.0,1012.0
2023-11-02,13:00:00,2,97.0,848.915,30.0,11929.880000000001,412.0,1109.0
2023-11-02,13:30:00,1,48.0,689.955,18.0,12619.835000000001,430.0,1157.0
2023-11-02,13:30:00,2,97.0,848.915,30.0,13468.75,460.0,1254.0
2023-11-02,14:00:00,1,34.0,754.02,24.0,14222.77,484.0,1288.0
2023-11-02,14:00:00,2,57.0,400.755,18.0,14623.525,502.0,1345.0
2023-11-02,14:30:00,1,34.0,754.02,24.0,15377.545,526.0,1379.0
2023-11-02,14:30:00,2,57.0,400.755,18.0,15778.300000000001,544.0,1436.0
2023-11-02,15:00:00,1,42.0,819.53,26.0,16597.83,570.0,1478.0
2023-11-02,15:00:00,2,64.0,377.87,18.0,16975.7,588.0,1542.0
2023-11-02,15:30:00,1,42.0,819.53,26.0,17795.23,614.0,1584.0
2023-11-02,15:30:00,2,64.0,377.87,18.0,18173.1,632.0,1648.0
2023-11-02,16:00:00,1,42.0,899.5150000000001,19.0,19072.615,651.0,1690.0
2023-11-02,16:00:00,2,83.0,528.12,24.0,19600.735,675.0,1773.0
2023-11-02,16:30:00,1,42.0,899.5150000000001,19.0,20500.25,694.0,1815.0
2023-11-02,16:30:00,2,83.0,528.12,24.0,21028.37,718.0,1898.0
2023-11-02,17:00:00,1,66.0,1025.665,30.0,22054.035,748.0,1964.0
2023-11-02,17:00:00,2,94.0,585.425,28.0,22639.46,776.0,2058.0
2023-11-02,17:30:00,1,66.0,1025.665,30.0,23665.125,806.0,2124.0
2023-11-02,17:30:00,2,94.0,585.425,28.0,24250.55,834.0,2218.0
2023-11-02,18:00:00,1,84.0,1522.2450000000001,37.0,25772.795000000002,871.0,2302.0
2023-11-02,18:00:00,2,120.0,679.5250000000001,30.0,26452.32,901.0,2422.0
2023-11-02,18:30:00,1,84.0,1522.2450000000001,37.0,27974.565000000002,938.0,2506.0
2023-11-02,18:30:00,2,120.0,679.5250000000001,30.0,28654.09,968.0,2626.0
2023-11-02,19:00:00,1,72.0,1251.655,34.0,29905.745,1002.0,2698.0
2023-11-02,19:00:00,2,108.0,701.155,32.0,30606.9,1034.0,2806.0
2023-11-02,19:30:00,1,72.0,1251.655,34.0,31858.555,1068.0,2878.0
2023-11-02,19:30:00,2,108.0,701.155,32.0,32559.71,1100.0,2986.0
2023-11-02,20:00:00,1,34.0,794.44,22.0,33354.15,1122.0,3020.0
2023-11-02,20:00:00,2,74.0,431.765,21.0,33785.915,1143.0,3094.0
2023-11-02,20:30:00,1,34.0,794.44,22.0,34580.355,1165.0,3128.0
2023-11-02,20:30:00,2,74.0,431.765,21.0,35012.12,1186.0,3202.0
2023-11-02,21:00:00,2,38.0,128.25,9.0,35140.37,1195.0,3240.0
2023-11-02,21:30:00,2,38.0,128.25,9.0,35268.62,1204.0,3278.0
2023-11-02,22:00:00,2,38.0,128.25,9.0,35396.87,1213.0,3316.0
2023-11-02,22:30:00,2,38.0,128.25,9.0,35525.12,1222.0,3354.0
2023-11-03,10:00:00,1,55.0,487.60499999999996,21.0,487.60499999999996,21.0,55.0
2023-11-03,10:00:00,2,52.0,351.735,14.0,839.3399999999999,35.0,107.0
2023-11-03,10:30:00,1,55.0,487.60499999999996,21.0,1326.945,56.0,162.0
2023-11-03,10:30:00,2,52.0,351.735,14.0,1678.6799999999998,70.0,214.0
2023-11-03,11:00:00,1,77.0,1577.4050000000002,40.0,3256.085,110.0,291.0
2023-11-03,11:00:00,2,112.0,648.77,34.0,3904.855,144.0,403.0
2023-11-03,11:30:00,1,77.0,1577.4050000000002,40.0,5482.26,184.0,480.0
2023-11-03,11:30:00,2,112.0,648.77,34.0,6131.030000000001,218.0,592.0
2023-11-03,12:00:00,1,59.0,1283.455,36.0,7414.485000000001,254.0,651.0
2023-11-03,12:00:00,2,128.0,1096.435,42.0,8510.92,296.0,779.0
2023-11-03,12:30:00,1,59.0,1283.455,36.0,9794.375,332.0,838.0
2023-11-03,12:30:00,2,128.0,1096.435,42.0,10890.81,374.0,966.0
2023-11-03,13:00:00,1,52.0,595.52,24.0,11486.33,398.0,1018.0
2023-11-03,13:00:00,2,88.0,491.895,22.0,11978.225,420.0,1106.0
2023-11-03,13:30:00,1,52.0,595.52,24.0,12573.744999999999,444.0,1158.0
2023-11-03,13:30:00,2,88.0,491.895,22.0,13065.64,466.0,1246.0
2023-11-03,14:00:00,1,47.0,978.3249999999999,29.0,14043.965,495.0,1293.0
2023-11-03,14:00:00,2,48.0,265.455,18.0,14309.42,513.0,1341.0
2023-11-03,14:30:00,1,47.0,978.3249999999999,29.0,15287.744999999999,542.0,1388.0
2023-11-03,14:30:00,2,48.0,265.455,18.0,15553.199999999999,560.0,1436.0
2023-11-03,15:00:00,1,58.0,1024.635,31.0,16577.835,591.0,1494.0
2023-11-03,15:00:00,2,61.0,216.72,13.0,16794.555,604.0,1555.0
2023-11-03,15:30:00,1,58.0,1024.635,31.0,17819.19,635.0,1613.0
2023-11-03,15:30:00,2,61.0,216.72,13.0,18035.91,648.0,1674.0
2023-11-03,16:00:00,1,65.0,1170.615,34.0,19206.525,682.0,1739.0
2023-11-03,16:00:00,2,86.0,491.33,23.0,19697.855,705.0,1825.0
2023-11-03,16:30:00,1,65.0,1170.615,34.0,20868.47,739.0,1890.0
2023-11-03,16:30:00,2,86.0,491.33,23.0,21359.8,762.0,1976.0
2023-11-03,17:00:00,1,89.0,1569.9299999999998,38.0,22929.73,800.0,2065.0
2023-11-03,17:00:00,2,138.0,1102.245,36.0,24031.975,836.0,2203.0
2023-11-03,17:30:00,1,89.0,1569.9299999999998,38.0,25601.905,874.0,2292.0
2023-11-03,17:30:00,2,138.0,1102.245,36.0,26704.149999999998,910.0,2430.0
2023-11-03,18:00:00,1,125.0,1950.645,55.0,28654.795,965.0,2555.0
2023-11-03,18:00:00,2,156.0,926.82,46.0,29581.614999999998,1011.0,2711.0
2023-11-03,18:30:00,1,125.0,1950.645,55.0,31532.26,1066.0,2836.0
2023-11-03,18:30:00,2,156.0,926.82,46.0,32459.079999999998,1112.0,2992.0
2023-11-03,19:00:00,1,137.0,2117.68,56.0,34576.76,1168.0,3129.0
2023-11-03,19:00:00,2,194.0,1245.26,54.0,35822.02,1222.0,3323.0
2023-11-03,19:30:00,1,137.0,2117.68,56.0,37939.7,1278.0,3460.0
2023-11-03,19:30:00,2,194.0,1245.26,54.0,39184.96,1332.0,3654.0
2023-11-03,20:00:00,1,74.0,1671.8049999999998,42.0,40856.765,1374.0,3728.0
2023-11-03,20:00:00,2,161.0,986.0,45.0,41842.765,1419.0,3889.0
2023-11-03,20:30:00,1,74.0,1671.8049999999998,42.0,43514.57,1461.0,3963.0
2023-11-03,20:30:00,2,161.0,986.0,45.0,44500.57,1506.0,4124.0
2023-11-03,21:00:00,2,56.0,438.15999999999997,16.0,44938.729999999996,1522.0,4180.0
2023-11-03,21:30:00,2,56.0,438.15999999999997,16.0,45376.89,1538.0,4236.0
2023-11-03,22:00:00,2,4.0,438.15999999999997,16.0,45815.049999999996,1554.0,4240.0
2023-11-03,22:30:00,2,4.0,438.15999999999997,16.0,46253.21,1570.0,4244.0
2023-11-04,10:00:00,1,85.0,1038.135,29.0,1038.135,29.0,85.0
2023-11-04,10:00:00,2,59.0,213.265,10.0,1251.4,39.0,144.0
2023-11-04,10:30:00,1,85.0,1038.135,29.0,2289.535,68.0,229.0
2023-11-04,10:30:00,2,59.0,213.265,10.0,2502.7999999999997,78.0,288.0
2023-11-04,11:00:00,1,180.0,2471.145,66.0,4973.945,144.0,468.0
2023-11-04,11:00:00,2,182.0,1088.695,42.0,6062.639999999999,186.0,650.0
2023-11-04,11:30:00,1,180.0,2471.145,66.0,8533.785,252.0,830.0
2023-11-04,11:30:00,2,182.0,1088.695,42.0,9622.48,294.0,1012.0
2023-11-04,12:00:00,1,251.0,4938.885,112.0,14561.365,406.0,1263.0
2023-11-04,12:00:00,2,293.0,2224.24,72.0,16785.605,478.0,1556.0
2023-11-04,12:30:00,1,251.0,4938.885,112.0,21724.489999999998,590.0,1807.0
2023-11-04,12:30:00,2,293.0,2224.24,72.0,23948.73,662.0,2100.0
2023-11-04,13:00:00,1,171.0,3772.565,81.0,27721.295,743.0,2271.0
2023-11-04,13:00:00,2,209.0,2016.575,61.0,29737.87,804.0,2480.0
2023-11-04,13:30:00,1,171.0,3772.565,81.0,33510.435,885.0,2651.0
2023-11-04,13:30:00,2,209.0,2016.575,61.0,35527.01,946.0,2860.0
2023-11-04,14:00:00,1,103.0,2825.335,53.0,38352.345,999.0,2963.0
2023-11-04,14:00:00,2,125.0,900.8700000000001,30.0,39253.215,1029.0,3088.0
2023-11-04,14:30:00,1,103.0,2825.335,53.0,42078.55,1082.0,3191.0
2023-11-04,14:30:00,2,125.0,900.8700000000001,30.0,42979.42,1112.0,3316.0
2023-11-04,15:00:00,1,109.0,1437.645,38.0,44417.065,1150.0,3425.0
2023-11-04,15:00:00,2,184.0,1306.27,42.0,45723.335,1192.0,3609.0
2023-11-04,15:30:00,1,109.0,1437.645,38.0,47160.979999999996,1230.0,3718.0
2023-11-04,15:30:00,2,184.0,1306.27,42.0,48467.25,1272.0,3902.0
2023-11-04,16:00:00,1,152.0,2028.7599999999998,58.0,50496.01,1330.0,4054.0
2023-11-04,16:00:00,2,225.0,1127.1000000000001,50.0,51623.11,1380.0,4279.0
2023-11-04,16:30:00,1,152.0,2028.7599999999998,58.0,53651.869999999995,1438.0,4431.0
2023-11-04,16:30:00,2,225.0,1127.1000000000001,50.0,54778.97,1488.0,4656.0
2023-11-04,17:00:00,1,190.0,2601.84,74.0,57380.81,1562.0,4846.0
2023-11-04,17:00:00,2,296.0,1511.03,60.0,58891.84,1622.0,5142.0
2023-11-04,17:30:00,1,190.0,2601.84,74.0,61493.68,1696.0,5332.0
2023-11-04,17:30:00,2,296.0,1511.03,60.0,63004.71,1756.0,5628.0
2023-11-04,18:00:00,1,248.0,3608.045,89.0,66612.755,1845.0,5876.0
2023-11-04,18:00:00,2,304.0,2040.625,66.0,68653.38,1911.0,6180.0
2023-11-04,18:30:00,1,248.0,3608.045,89.0,72261.425,2000.0,6428.0
2023-11-04,18:30:00,2,304.0,2040.625,66.0,74302.05,2066.0,6732.0
2023-11-04,19:00:00,1,236.0,3856.49,108.0,78158.54,2174.0,6968.0
2023-11-04,19:00:00,2,286.0,1608.05,64.0,79766.59,2238.0,7254.0
2023-11-04,19:30:00,1,236.0,3856.49,108.0,83623.08,2346.0,7490.0
2023-11-04,19:30:00,2,286.0,1608.05,64.0,85231.13,2410.0,7776.0
2023-11-04,20:00:00,1,162.0,2778.75,76.0,88009.88,2486.0,7938.0
2023-11-04,20:00:00,2,204.0,1286.005,51.0,89295.885,2537.0,8142.0
2023-11-04,20:30:00,1,162.0,2778.75,76.0,92074.635,2613.0,8304.0
2023-11-04,20:30:00,2,204.0,1286.005,51.0,93360.64,2664.0,8508.0
2023-11-04,21:00:00,2,110.0,711.5899999999999,32.0,94072.23,2696.0,8618.0
2023-11-04,21:30:00,2,110.0,711.5899999999999,32.0,94783.81999999999,2728.0,8728.0
2023-11-04,22:00:00,2,5.0,35.945,2.0,94819.765,2730.0,8733.0
2023-11-04,22:30:00,2,5.0,35.945,2.0,94855.71,2732.0,8738.0
2023-11-06,10:00:00,1,57.0,569.7950000000001,26.0,569.7950000000001,26.0,57.0
2023-11-06,10:00:00,2,63.0,223.495,12.0,793.2900000000001,38.0,120.0
2023-11-06,10:30:00,1,57.0,569.7950000000001,26.0,1363.085,64.0,177.0
2023-11-06,10:30:00,2,63.0,223.495,12.0,1586.5800000000002,76.0,240.0
2023-11-06,11:00:00,1,64.0,1349.46,37.0,2936.04,113.0,304.0
2023-11-06,11:00:00,2,128.0,977.14,36.0,3913.1800000000003,149.0,432.0
2023-11-06,11:30:00,1,64.0,1349.46,37.0,5262.64,186.0,496.0
2023-11-06,11:30:00,2,128.0,977.14,36.0,6239.780000000001,222.0,624.0
2023-11-06,12:00:00,1,67.0,974.68,32.0,7214.46,254.0,691.0
2023-11-06,12:00:00,2,138.0,915.555,40.0,8130.015,294.0,829.0
2023-11-06,12:30:00,1,67.0,974.68,32.0,9104.695,326.0,896.0
2023-11-06,12:30:00,2,138.0,915.555,40.0,10020.25,366.0,1034.0
2023-11-06,13:00:00,1,52.0,1360.435,34.0,11380.685,400.0,1086.0
2023-11-06,13:00:00,2,86.0,519.11,22.0,11899.795,422.0,1172.0
2023-11-06,13:30:00,1,52.0,1360.435,34.0,13260.23,456.0,1224.0
2023-11-06,13:30:00,2,86.0,519.11,22.0,13779.34,478.0,1310.0
2023-11-06,14:00:00,1,32.0,634.6949999999999,19.0,14414.035,497.0,1342.0
2023-11-06,14:00:00,2,52.0,347.22,14.0,14761.255,511.0,1394.0
2023-11-06,14:30:00,1,32.0,634.6949999999999,19.0,15395.95,530.0,1426.0
2023-11-06,14:30:00,2,52.0,347.22,14.0,15743.17,544.0,1478.0
2023-11-06,15:00:00,1,29.0,495.46,14.0,16238.63,558.0,1507.0
2023-11-06,15:00:00,2,47.0,294.8,12.0,16533.43,570.0,1554.0
2023-11-06,15:30:00,1,29.0,495.46,14.0,17028.89,584.0,1583.0
